Victim_ID,Event_Timepoint,T_minus,behaviour_risk,Engagement_Deviation,Missed_Checkin
V0505,23,4,0.10010000000000001,-0.333,0
V0505,23,3,0.1034,-0.322,0
V0505,23,2,0.05030000000000001,-0.499,0
V0505,23,1,0.09440000000000003,-0.352,0
V0505,23,0,0.07790000000000002,-0.407,0
V0506,2,1,0.1874,-0.042,0
V0506,2,0,0.1529,-0.157,0
V0506,12,7,0.5027,0.009,1
V0506,12,6,0.10310000000000001,-0.323,0
V0506,12,5,0.4319,-0.227,1
V0506,12,4,0.1652,-0.116,0
V0506,12,3,0.11900000000000001,-0.27,0
V0506,12,2,0.4031,-0.323,1
V0506,12,1,0.08660000000000001,-0.378,0
V0506,12,0,0.10310000000000001,-0.323,0
V0506,14,7,0.4319,-0.227,1
V0506,14,6,0.1652,-0.116,0
V0506,14,5,0.11900000000000001,-0.27,0
V0506,14,4,0.4031,-0.323,1
V0506,14,3,0.08660000000000001,-0.378,0
V0506,14,2,0.10310000000000001,-0.323,0
V0506,14,1,0.11570000000000001,-0.281,0
V0506,14,0,0.07220000000000001,-0.426,0
V0506,17,7,0.4031,-0.323,1
V0506,17,6,0.08660000000000001,-0.378,0
V0506,17,5,0.10310000000000001,-0.323,0
V0506,17,4,0.11570000000000001,-0.281,0
V0506,17,3,0.07220000000000001,-0.426,0
V0506,17,2,0.05030000000000001,-0.499,0
V0506,17,1,0.4022,-0.326,1
V0506,17,0,0.0782,-0.406,0
V0506,18,7,0.08660000000000001,-0.378,0
V0506,18,6,0.10310000000000001,-0.323,0
V0506,18,5,0.11570000000000001,-0.281,0
V0506,18,4,0.07220000000000001,-0.426,0
V0506,18,3,0.05030000000000001,-0.499,0
V0506,18,2,0.4022,-0.326,1
V0506,18,1,0.0782,-0.406,0
V0506,18,0,0.0,-0.726,0
V0506,19,7,0.10310000000000001,-0.323,0
V0506,19,6,0.11570000000000001,-0.281,0
V0506,19,5,0.07220000000000001,-0.426,0
V0506,19,4,0.05030000000000001,-0.499,0
V0506,19,3,0.4022,-0.326,1
V0506,19,2,0.0782,-0.406,0
V0506,19,1,0.0,-0.726,0
V0506,19,0,0.008600000000000024,-0.638,0
V0506,21,7,0.07220000000000001,-0.426,0
V0506,21,6,0.05030000000000001,-0.499,0
V0506,21,5,0.4022,-0.326,1
V0506,21,4,0.0782,-0.406,0
V0506,21,3,0.0,-0.726,0
V0506,21,2,0.008600000000000024,-0.638,0
V0506,21,1,0.037099999999999994,-0.543,0
V0506,21,0,0.0416,-0.528,0
V0508,4,3,0.14780000000000001,-0.174,0
V0508,4,2,0.15860000000000002,-0.138,0
V0508,4,1,0.14120000000000002,-0.196,0
V0508,4,0,0.14450000000000002,-0.185,0
V0509,4,3,0.1754,-0.082,0
V0509,4,2,0.17570000000000002,-0.081,0
V0509,4,1,0.20570000000000002,0.019,0
V0509,4,0,0.1592,-0.136,0
V0509,8,7,0.1754,-0.082,0
V0509,8,6,0.17570000000000002,-0.081,0
V0509,8,5,0.20570000000000002,0.019,0
V0509,8,4,0.1592,-0.136,0
V0509,8,3,0.14690000000000003,-0.177,0
V0509,8,2,0.1331,-0.223,0
V0509,8,1,0.12140000000000001,-0.262,0
V0509,8,0,0.1904,-0.032,0
V0509,12,7,0.14690000000000003,-0.177,0
V0509,12,6,0.1331,-0.223,0
V0509,12,5,0.12140000000000001,-0.262,0
V0509,12,4,0.1904,-0.032,0
V0509,12,3,0.1814,-0.062,0
V0509,12,2,0.1274,-0.242,0
V0509,12,1,0.14150000000000001,-0.195,0
V0509,12,0,0.164,-0.12,0
V0509,13,7,0.1331,-0.223,0
V0509,13,6,0.12140000000000001,-0.262,0
V0509,13,5,0.1904,-0.032,0
V0509,13,4,0.1814,-0.062,0
V0509,13,3,0.1274,-0.242,0
V0509,13,2,0.14150000000000001,-0.195,0
V0509,13,1,0.164,-0.12,0
V0509,13,0,0.1163,-0.279,0
V0509,14,7,0.12140000000000001,-0.262,0
V0509,14,6,0.1904,-0.032,0
V0509,14,5,0.1814,-0.062,0
V0509,14,4,0.1274,-0.242,0
V0509,14,3,0.14150000000000001,-0.195,0
V0509,14,2,0.164,-0.12,0
V0509,14,1,0.1163,-0.279,0
V0509,14,0,0.15410000000000001,-0.153,0
V0509,18,7,0.14150000000000001,-0.195,0
V0509,18,6,0.164,-0.12,0
V0509,18,5,0.1163,-0.279,0
V0509,18,4,0.15410000000000001,-0.153,0
V0509,18,3,0.10820000000000002,-0.306,0
V0509,18,2,0.05720000000000003,-0.476,0
V0509,18,1,0.09320000000000002,-0.356,0
V0509,18,0,0.08690000000000002,-0.377,0
V0509,20,7,0.1163,-0.279,0
V0509,20,6,0.15410000000000001,-0.153,0
V0509,20,5,0.10820000000000002,-0.306,0
V0509,20,4,0.05720000000000003,-0.476,0
V0509,20,3,0.09320000000000002,-0.356,0
V0509,20,2,0.08690000000000002,-0.377,0
V0509,20,1,0.10580000000000002,-0.314,0
V0509,20,0,0.4115,-0.295,1
V0510,13,7,0.1487,-0.171,0
V0510,13,6,0.18980000000000002,-0.034,0
V0510,13,5,0.20750000000000002,0.025,0
V0510,13,4,0.1655,-0.115,0
V0510,13,3,0.14420000000000002,-0.186,0
V0510,13,2,0.1796,-0.068,0
V0510,13,1,0.21830000000000002,0.061,0
V0510,13,0,0.14390000000000003,-0.187,0
V0512,18,7,0.19130000000000003,-0.029,0
V0512,18,6,0.2204,0.068,0
V0512,18,5,0.2189,0.063,0
V0512,18,4,0.4532,-0.156,1
V0512,18,3,0.14300000000000002,-0.19,0
V0512,18,2,0.1385,-0.205,0
V0512,18,1,0.1544,-0.152,0
V0512,18,0,0.1637,-0.121,0
V0513,11,7,0.07100000000000001,-0.43,0
V0513,11,6,0.08090000000000001,-0.397,0
V0513,11,5,0.04730000000000001,-0.509,0
V0513,11,4,0.11900000000000001,-0.27,0
V0513,11,3,0.3482,-0.506,1
V0513,11,2,0.068,-0.44,0
V0513,11,1,0.052700000000000025,-0.491,0
V0513,11,0,0.09080000000000002,-0.364,0
V0514,14,7,0.18230000000000002,-0.059,0
V0514,14,6,0.164,-0.12,0
V0514,14,5,0.1877,-0.041,0
V0514,14,4,0.18050000000000002,-0.065,0
V0514,14,3,0.1376,-0.208,0
V0514,14,2,0.12350000000000001,-0.255,0
V0514,14,1,0.14540000000000003,-0.182,0
V0514,14,0,0.2069,0.023,0
V0514,20,7,0.14540000000000003,-0.182,0
V0514,20,6,0.2069,0.023,0
V0514,20,5,0.164,-0.12,0
V0514,20,4,0.0476,-0.508,0
V0514,20,3,0.068,-0.44,0
V0514,20,2,0.07040000000000002,-0.432,0
V0514,20,1,0.3728,-0.424,1
V0514,20,0,0.028400000000000036,-0.572,0
V0519,8,7,0.11960000000000001,-0.268,0
V0519,8,6,0.09200000000000001,-0.36,0
V0519,8,5,0.10730000000000002,-0.309,0
V0519,8,4,0.09170000000000002,-0.361,0
V0519,8,3,0.024800000000000016,-0.584,0
V0519,8,2,0.026000000000000023,-0.58,0
V0519,8,1,0.02090000000000003,-0.597,0
V0519,8,0,0.008000000000000007,-0.64,0
V0519,10,7,0.10730000000000002,-0.309,0
V0519,10,6,0.09170000000000002,-0.361,0
V0519,10,5,0.024800000000000016,-0.584,0
V0519,10,4,0.026000000000000023,-0.58,0
V0519,10,3,0.02090000000000003,-0.597,0
V0519,10,2,0.008000000000000007,-0.64,0
V0519,10,1,0.005600000000000022,-0.648,0
V0519,10,0,0.08540000000000002,-0.382,0
V0519,11,7,0.09170000000000002,-0.361,0
V0519,11,6,0.024800000000000016,-0.584,0
V0519,11,5,0.026000000000000023,-0.58,0
V0519,11,4,0.02090000000000003,-0.597,0
V0519,11,3,0.008000000000000007,-0.64,0
V0519,11,2,0.005600000000000022,-0.648,0
V0519,11,1,0.08540000000000002,-0.382,0
V0519,11,0,0.02780000000000002,-0.574,0
V0519,13,7,0.026000000000000023,-0.58,0
V0519,13,6,0.02090000000000003,-0.597,0
V0519,13,5,0.008000000000000007,-0.64,0
V0519,13,4,0.005600000000000022,-0.648,0
V0519,13,3,0.08540000000000002,-0.382,0
V0519,13,2,0.02780000000000002,-0.574,0
V0519,13,1,0.0,-0.702,0
V0519,13,0,0.01940000000000003,-0.602,0
V0519,22,7,0.0,-0.799,0
V0519,22,6,0.36319999999999997,-0.456,1
V0519,22,5,0.07850000000000001,-0.405,0
V0519,22,4,0.0461,-0.513,0
V0519,22,3,0.018500000000000016,-0.605,0
V0519,22,2,0.05930000000000002,-0.469,0
V0519,22,1,0.02720000000000003,-0.576,0
V0519,22,0,0.005299999999999999,-0.649,0
V0519,23,7,0.36319999999999997,-0.456,1
V0519,23,6,0.07850000000000001,-0.405,0
V0519,23,5,0.0461,-0.513,0
V0519,23,4,0.018500000000000016,-0.605,0
V0519,23,3,0.05930000000000002,-0.469,0
V0519,23,2,0.02720000000000003,-0.576,0
V0519,23,1,0.005299999999999999,-0.649,0
V0519,23,0,0.07880000000000001,-0.404,0
V0521,16,7,0.19130000000000003,-0.029,0
V0521,16,6,0.12710000000000002,-0.243,0
V0521,16,5,0.1193,-0.269,0
V0521,16,4,0.16760000000000003,-0.108,0
V0521,16,3,0.1904,-0.032,0
V0521,16,2,0.07700000000000003,-0.41,0
V0521,16,1,0.1607,-0.131,0
V0521,16,0,0.1274,-0.242,0
V0523,19,7,0.19190000000000002,-0.027,0
V0523,19,6,0.21230000000000002,0.041,0
V0523,19,5,0.1754,-0.082,0
V0523,19,4,0.1835,-0.055,0
V0523,19,3,0.2273,0.091,0
V0523,19,2,0.1655,-0.115,0
V0523,19,1,0.062,-0.46,0
V0523,19,0,0.12470000000000002,-0.251,0
V0526,9,7,0.0635,-0.455,0
V0526,9,6,0.07430000000000003,-0.419,0
V0526,9,5,0.11390000000000002,-0.287,0
V0526,9,4,0.3935,-0.355,1
V0526,9,3,0.1391,-0.203,0
V0526,9,2,0.39949999999999997,-0.335,1
V0526,9,1,0.08870000000000001,-0.371,0
V0526,9,0,0.12620000000000003,-0.246,0
V0526,11,7,0.11390000000000002,-0.287,0
V0526,11,6,0.3935,-0.355,1
V0526,11,5,0.1391,-0.203,0
V0526,11,4,0.39949999999999997,-0.335,1
V0526,11,3,0.08870000000000001,-0.371,0
V0526,11,2,0.12620000000000003,-0.246,0
V0526,11,1,0.101,-0.33,0
V0526,11,0,0.04580000000000001,-0.514,0
V0526,12,7,0.3935,-0.355,1
V0526,12,6,0.1391,-0.203,0
V0526,12,5,0.39949999999999997,-0.335,1
V0526,12,4,0.08870000000000001,-0.371,0
V0526,12,3,0.12620000000000003,-0.246,0
V0526,12,2,0.101,-0.33,0
V0526,12,1,0.04580000000000001,-0.514,0
V0526,12,0,0.07250000000000001,-0.425,0
V0526,13,7,0.1391,-0.203,0
V0526,13,6,0.39949999999999997,-0.335,1
V0526,13,5,0.08870000000000001,-0.371,0
V0526,13,4,0.12620000000000003,-0.246,0
V0526,13,3,0.101,-0.33,0
V0526,13,2,0.04580000000000001,-0.514,0
V0526,13,1,0.07250000000000001,-0.425,0
V0526,13,0,0.008000000000000007,-0.64,0
V0526,16,7,0.12620000000000003,-0.246,0
V0526,16,6,0.101,-0.33,0
V0526,16,5,0.04580000000000001,-0.514,0
V0526,16,4,0.07250000000000001,-0.425,0
V0526,16,3,0.008000000000000007,-0.64,0
V0526,16,2,0.03950000000000001,-0.535,0
V0526,16,1,0.0,-0.723,0
V0526,16,0,0.0,-0.687,0
V0526,19,7,0.07250000000000001,-0.425,0
V0526,19,6,0.008000000000000007,-0.64,0
V0526,19,5,0.03950000000000001,-0.535,0
V0526,19,4,0.0,-0.723,0
V0526,19,3,0.0,-0.687,0
V0526,19,2,0.0,-0.705,0
V0526,19,1,0.04340000000000002,-0.522,0
V0526,19,0,0.04340000000000002,-0.522,0
V0526,20,7,0.008000000000000007,-0.64,0
V0526,20,6,0.03950000000000001,-0.535,0
V0526,20,5,0.0,-0.723,0
V0526,20,4,0.0,-0.687,0
V0526,20,3,0.0,-0.705,0
V0526,20,2,0.04340000000000002,-0.522,0
V0526,20,1,0.04340000000000002,-0.522,0
V0526,20,0,0.018500000000000016,-0.605,0
V0526,23,7,0.0,-0.687,0
V0526,23,6,0.0,-0.705,0
V0526,23,5,0.04340000000000002,-0.522,0
V0526,23,4,0.04340000000000002,-0.522,0
V0526,23,3,0.018500000000000016,-0.605,0
V0526,23,2,0.3308,-0.564,1
V0526,23,1,0.010100000000000026,-0.633,0
V0526,23,0,0.003500000000000003,-0.655,0
V0527,13,7,0.1295,-0.235,0
V0527,13,6,0.16910000000000003,-0.103,0
V0527,13,5,0.13730000000000003,-0.209,0
V0527,13,4,0.1274,-0.242,0
V0527,13,3,0.17930000000000001,-0.069,0
V0527,13,2,0.09260000000000002,-0.358,0
V0527,13,1,0.050600000000000006,-0.498,0
V0527,13,0,0.10130000000000002,-0.329,0
V0527,14,7,0.16910000000000003,-0.103,0
V0527,14,6,0.13730000000000003,-0.209,0
V0527,14,5,0.1274,-0.242,0
V0527,14,4,0.17930000000000001,-0.069,0
V0527,14,3,0.09260000000000002,-0.358,0
V0527,14,2,0.050600000000000006,-0.498,0
V0527,14,1,0.10130000000000002,-0.329,0
V0527,14,0,0.05120000000000002,-0.496,0
V0527,15,7,0.13730000000000003,-0.209,0
V0527,15,6,0.1274,-0.242,0
V0527,15,5,0.17930000000000001,-0.069,0
V0527,15,4,0.09260000000000002,-0.358,0
V0527,15,3,0.050600000000000006,-0.498,0
V0527,15,2,0.10130000000000002,-0.329,0
V0527,15,1,0.05120000000000002,-0.496,0
V0527,15,0,0.0989,-0.337,0
V0527,17,7,0.17930000000000001,-0.069,0
V0527,17,6,0.09260000000000002,-0.358,0
V0527,17,5,0.050600000000000006,-0.498,0
V0527,17,4,0.10130000000000002,-0.329,0
V0527,17,3,0.05120000000000002,-0.496,0
V0527,17,2,0.0989,-0.337,0
V0527,17,1,0.04970000000000002,-0.501,0
V0527,17,0,0.07550000000000003,-0.415,0
V0527,18,7,0.09260000000000002,-0.358,0
V0527,18,6,0.050600000000000006,-0.498,0
V0527,18,5,0.10130000000000002,-0.329,0
V0527,18,4,0.05120000000000002,-0.496,0
V0527,18,3,0.0989,-0.337,0
V0527,18,2,0.04970000000000002,-0.501,0
V0527,18,1,0.07550000000000003,-0.415,0
V0527,18,0,0.05360000000000001,-0.488,0
V0527,19,7,0.050600000000000006,-0.498,0
V0527,19,6,0.10130000000000002,-0.329,0
V0527,19,5,0.05120000000000002,-0.496,0
V0527,19,4,0.0989,-0.337,0
V0527,19,3,0.04970000000000002,-0.501,0
V0527,19,2,0.07550000000000003,-0.415,0
V0527,19,1,0.05360000000000001,-0.488,0
V0527,19,0,0.04970000000000002,-0.501,0
V0527,22,7,0.0989,-0.337,0
V0527,22,6,0.04970000000000002,-0.501,0
V0527,22,5,0.07550000000000003,-0.415,0
V0527,22,4,0.05360000000000001,-0.488,0
V0527,22,3,0.04970000000000002,-0.501,0
V0527,22,2,0.0413,-0.529,0
V0527,22,1,0.05600000000000002,-0.48,0
V0527,22,0,0.04040000000000002,-0.532,0
V0530,18,7,0.2126,0.042,0
V0530,18,6,0.2513,0.171,0
V0530,18,5,0.22490000000000002,0.083,0
V0530,18,4,0.1973,-0.009,0
V0530,18,3,0.2861,0.287,0
V0530,18,2,0.24710000000000001,0.157,0
V0530,18,1,0.2444,0.148,0
V0530,18,0,0.2696,0.232,0
V0531,3,2,0.2003,0.001,0
V0531,3,1,0.22010000000000002,0.067,0
V0531,3,0,0.21830000000000002,0.061,0
V0531,9,7,0.22010000000000002,0.067,0
V0531,9,6,0.21830000000000002,0.061,0
V0531,9,5,0.1892,-0.036,0
V0531,9,4,0.1904,-0.032,0
V0531,9,3,0.2339,0.113,0
V0531,9,2,0.1547,-0.151,0
V0531,9,1,0.23,0.1,0
V0531,9,0,0.21710000000000002,0.057,0
V0531,16,7,0.21710000000000002,0.057,0
V0531,16,6,0.2354,0.118,0
V0531,16,5,0.2222,0.074,0
V0531,16,4,0.2684,0.228,0
V0531,16,3,0.203,0.01,0
V0531,16,2,0.2255,0.085,0
V0531,16,1,0.16040000000000001,-0.132,0
V0531,16,0,0.18080000000000002,-0.064,0
V0531,18,7,0.2222,0.074,0
V0531,18,6,0.2684,0.228,0
V0531,18,5,0.203,0.01,0
V0531,18,4,0.2255,0.085,0
V0531,18,3,0.16040000000000001,-0.132,0
V0531,18,2,0.18080000000000002,-0.064,0
V0531,18,1,0.11150000000000002,-0.295,0
V0531,18,0,0.10820000000000002,-0.306,0
V0532,8,7,0.1337,-0.221,0
V0532,8,6,0.1487,-0.171,0
V0532,8,5,0.1685,-0.105,0
V0532,8,4,0.1628,-0.124,0
V0532,8,3,0.1595,-0.135,0
V0532,8,2,0.2048,0.016,0
V0532,8,1,0.15560000000000002,-0.148,0
V0532,8,0,0.11540000000000002,-0.282,0
V0532,14,7,0.15560000000000002,-0.148,0
V0532,14,6,0.11540000000000002,-0.282,0
V0532,14,5,0.1811,-0.063,0
V0532,14,4,0.14270000000000002,-0.191,0
V0532,14,3,0.10580000000000002,-0.314,0
V0532,14,2,0.03950000000000001,-0.535,0
V0532,14,1,0.161,-0.13,0
V0532,14,0,0.09830000000000001,-0.339,0
V0533,19,7,0.4292,-0.236,1
V0533,19,6,0.12470000000000002,-0.251,0
V0533,19,5,0.0446,-0.518,0
V0533,19,4,0.09620000000000002,-0.346,0
V0533,19,3,0.06410000000000002,-0.453,0
V0533,19,2,0.09650000000000002,-0.345,0
V0533,19,1,0.0782,-0.406,0
V0533,19,0,0.3929,-0.357,1
V0536,22,7,0.1322,-0.226,0
V0536,22,6,0.13790000000000002,-0.207,0
V0536,22,5,0.1496,-0.168,0
V0536,22,4,0.13880000000000003,-0.204,0
V0536,22,3,0.13340000000000002,-0.222,0
V0536,22,2,0.10160000000000001,-0.328,0
V0536,22,1,0.005600000000000022,-0.648,0
V0536,22,0,0.35509999999999997,-0.483,1
V0536,23,7,0.13790000000000002,-0.207,0
V0536,23,6,0.1496,-0.168,0
V0536,23,5,0.13880000000000003,-0.204,0
V0536,23,4,0.13340000000000002,-0.222,0
V0536,23,3,0.10160000000000001,-0.328,0
V0536,23,2,0.005600000000000022,-0.648,0
V0536,23,1,0.35509999999999997,-0.483,1
V0536,23,0,0.09470000000000002,-0.351,0
V0539,22,7,0.2705,0.235,0
V0539,22,6,0.3347,0.449,0
V0539,22,5,0.2762,0.254,0
V0539,22,4,0.2549,0.183,0
V0539,22,3,0.27890000000000004,0.263,0
V0539,22,2,0.2195,0.065,0
V0539,22,1,0.2474,0.158,0
V0539,22,0,0.2441,0.147,0
V0540,9,7,0.15530000000000002,-0.149,0
V0540,9,6,0.17,-0.1,0
V0540,9,5,0.47509999999999997,-0.083,1
V0540,9,4,0.12530000000000002,-0.249,0
V0540,9,3,0.19790000000000002,-0.007,0
V0540,9,2,0.1391,-0.203,0
V0540,9,1,0.10700000000000001,-0.31,0
V0540,9,0,0.1625,-0.125,0
V0541,12,7,0.125,-0.25,0
V0541,12,6,0.1361,-0.213,0
V0541,12,5,0.09200000000000001,-0.36,0
V0541,12,4,0.12620000000000003,-0.246,0
V0541,12,3,0.13130000000000003,-0.229,0
V0541,12,2,0.1406,-0.198,0
V0541,12,1,0.12380000000000001,-0.254,0
V0541,12,0,0.3899,-0.367,1
V0541,15,7,0.12620000000000003,-0.246,0
V0541,15,6,0.13130000000000003,-0.229,0
V0541,15,5,0.1406,-0.198,0
V0541,15,4,0.12380000000000001,-0.254,0
V0541,15,3,0.3899,-0.367,1
V0541,15,2,0.14240000000000003,-0.192,0
V0541,15,1,0.07160000000000002,-0.428,0
V0541,15,0,0.03140000000000001,-0.562,0
V0541,16,7,0.13130000000000003,-0.229,0
V0541,16,6,0.1406,-0.198,0
V0541,16,5,0.12380000000000001,-0.254,0
V0541,16,4,0.3899,-0.367,1
V0541,16,3,0.14240000000000003,-0.192,0
V0541,16,2,0.07160000000000002,-0.428,0
V0541,16,1,0.03140000000000001,-0.562,0
V0541,16,0,0.07610000000000003,-0.413,0
V0541,19,7,0.3899,-0.367,1
V0541,19,6,0.14240000000000003,-0.192,0
V0541,19,5,0.07160000000000002,-0.428,0
V0541,19,4,0.03140000000000001,-0.562,0
V0541,19,3,0.07610000000000003,-0.413,0
V0541,19,2,0.035900000000000015,-0.547,0
V0541,19,1,0.33499999999999996,-0.55,1
V0541,19,0,0.0032000000000000084,-0.656,0
V0541,20,7,0.14240000000000003,-0.192,0
V0541,20,6,0.07160000000000002,-0.428,0
V0541,20,5,0.03140000000000001,-0.562,0
V0541,20,4,0.07610000000000003,-0.413,0
V0541,20,3,0.035900000000000015,-0.547,0
V0541,20,2,0.33499999999999996,-0.55,1
V0541,20,1,0.0032000000000000084,-0.656,0
V0541,20,0,0.0,-0.688,0
V0541,22,7,0.03140000000000001,-0.562,0
V0541,22,6,0.07610000000000003,-0.413,0
V0541,22,5,0.035900000000000015,-0.547,0
V0541,22,4,0.33499999999999996,-0.55,1
V0541,22,3,0.0032000000000000084,-0.656,0
V0541,22,2,0.0,-0.688,0
V0541,22,1,0.02090000000000003,-0.597,0
V0541,22,0,0.049100000000000005,-0.503,0
V0543,12,7,0.07460000000000003,-0.418,0
V0543,12,6,0.10640000000000001,-0.312,0
V0543,12,5,0.05990000000000001,-0.467,0
V0543,12,4,0.08240000000000001,-0.392,0
V0543,12,3,0.08240000000000001,-0.392,0
V0543,12,2,0.06860000000000002,-0.438,0
V0543,12,1,0.07040000000000002,-0.432,0
V0543,12,0,0.05210000000000001,-0.493,0
V0543,14,7,0.05990000000000001,-0.467,0
V0543,14,6,0.08240000000000001,-0.392,0
V0543,14,5,0.08240000000000001,-0.392,0
V0543,14,4,0.06860000000000002,-0.438,0
V0543,14,3,0.07040000000000002,-0.432,0
V0543,14,2,0.05210000000000001,-0.493,0
V0543,14,1,0.065,-0.45,0
V0543,14,0,0.06890000000000002,-0.437,0
V0543,15,7,0.08240000000000001,-0.392,0
V0543,15,6,0.08240000000000001,-0.392,0
V0543,15,5,0.06860000000000002,-0.438,0
V0543,15,4,0.07040000000000002,-0.432,0
V0543,15,3,0.05210000000000001,-0.493,0
V0543,15,2,0.065,-0.45,0
V0543,15,1,0.06890000000000002,-0.437,0
V0543,15,0,0.019100000000000034,-0.603,0
V0543,19,7,0.05210000000000001,-0.493,0
V0543,19,6,0.065,-0.45,0
V0543,19,5,0.06890000000000002,-0.437,0
V0543,19,4,0.019100000000000034,-0.603,0
V0543,19,3,0.019100000000000034,-0.603,0
V0543,19,2,0.0,-0.815,0
V0543,19,1,0.02090000000000003,-0.597,0
V0543,19,0,0.0,-0.705,0
V0544,10,7,0.1718,-0.094,0
V0544,10,6,0.11900000000000001,-0.27,0
V0544,10,5,0.14240000000000003,-0.192,0
V0544,10,4,0.42110000000000003,-0.263,1
V0544,10,3,0.1496,-0.168,0
V0544,10,2,0.07190000000000002,-0.427,0
V0544,10,1,0.17,-0.1,0
V0544,10,0,0.1316,-0.228,0
V0545,19,7,0.2174,0.058,0
V0545,19,6,0.18680000000000002,-0.044,0
V0545,19,5,0.15230000000000002,-0.159,0
V0545,19,4,0.12620000000000003,-0.246,0
V0545,19,3,0.14540000000000003,-0.182,0
V0545,19,2,0.1448,-0.184,0
V0545,19,1,0.10430000000000002,-0.319,0
V0545,19,0,0.19010000000000002,-0.033,0
V0546,19,7,0.13190000000000002,-0.227,0
V0546,19,6,0.2177,0.059,0
V0546,19,5,0.1688,-0.104,0
V0546,19,4,0.10430000000000002,-0.319,0
V0546,19,3,0.5324,0.108,1
V0546,19,2,0.1985,-0.005,0
V0546,19,1,0.1778,-0.074,0
V0546,19,0,0.1652,-0.116,0
V0548,18,7,0.2285,0.095,0
V0548,18,6,0.2639,0.213,0
V0548,18,5,0.2,0.0,0
V0548,18,4,0.278,0.26,0
V0548,18,3,0.2087,0.029,0
V0548,18,2,0.18200000000000002,-0.06,0
V0548,18,1,0.16760000000000003,-0.108,0
V0548,18,0,0.2378,0.126,0
V0550,16,7,0.13280000000000003,-0.224,0
V0550,16,6,0.16460000000000002,-0.118,0
V0550,16,5,0.08900000000000001,-0.37,0
V0550,16,4,0.11870000000000001,-0.271,0
V0550,16,3,0.03770000000000001,-0.541,0
V0550,16,2,0.07580000000000002,-0.414,0
V0550,16,1,0.4262,-0.246,1
V0550,16,0,0.13940000000000002,-0.202,0
V0550,22,7,0.4262,-0.246,1
V0550,22,6,0.13940000000000002,-0.202,0
V0550,22,5,0.07160000000000002,-0.428,0
V0550,22,4,0.03320000000000001,-0.556,0
V0550,22,3,0.0398,-0.534,0
V0550,22,2,0.07220000000000001,-0.426,0
V0550,22,1,0.1019,-0.327,0
V0550,22,0,0.09350000000000001,-0.355,0
V0551,17,7,0.07850000000000001,-0.405,0
V0551,17,6,0.09500000000000001,-0.35,0
V0551,17,5,0.09140000000000002,-0.362,0
V0551,17,4,0.05300000000000002,-0.49,0
V0551,17,3,0.13130000000000003,-0.229,0
V0551,17,2,0.39080000000000004,-0.364,1
V0551,17,1,0.0476,-0.508,0
V0551,17,0,0.07280000000000003,-0.424,0
V0551,19,7,0.09140000000000002,-0.362,0
V0551,19,6,0.05300000000000002,-0.49,0
V0551,19,5,0.13130000000000003,-0.229,0
V0551,19,4,0.39080000000000004,-0.364,1
V0551,19,3,0.0476,-0.508,0
V0551,19,2,0.07280000000000003,-0.424,0
V0551,19,1,0.3617,-0.461,1
V0551,19,0,0.0353,-0.549,0
V0551,20,7,0.05300000000000002,-0.49,0
V0551,20,6,0.13130000000000003,-0.229,0
V0551,20,5,0.39080000000000004,-0.364,1
V0551,20,4,0.0476,-0.508,0
V0551,20,3,0.07280000000000003,-0.424,0
V0551,20,2,0.3617,-0.461,1
V0551,20,1,0.0353,-0.549,0
V0551,20,0,0.0974,-0.342,0
V0551,23,7,0.0476,-0.508,0
V0551,23,6,0.07280000000000003,-0.424,0
V0551,23,5,0.3617,-0.461,1
V0551,23,4,0.0353,-0.549,0
V0551,23,3,0.0974,-0.342,0
V0551,23,2,0.042200000000000015,-0.526,0
V0551,23,1,0.047000000000000014,-0.51,0
V0551,23,0,0.07190000000000002,-0.427,0
V0552,6,5,0.13940000000000002,-0.202,0
V0552,6,4,0.1835,-0.055,0
V0552,6,3,0.11900000000000001,-0.27,0
V0552,6,2,0.10730000000000002,-0.309,0
V0552,6,1,0.1547,-0.151,0
V0552,6,0,0.13880000000000003,-0.204,0
V0553,6,5,0.5249,0.083,1
V0553,6,4,0.21230000000000002,0.041,0
V0553,6,3,0.254,0.18,0
V0553,6,2,0.2303,0.101,0
V0553,6,1,0.2432,0.144,0
V0553,6,0,0.2351,0.117,0
V0553,15,7,0.2516,0.172,0
V0553,15,6,0.2576,0.192,0
V0553,15,5,0.2885,0.295,0
V0553,15,4,0.2117,0.039,0
V0553,15,3,0.218,0.06,0
V0553,15,2,0.19820000000000002,-0.006,0
V0553,15,1,0.24200000000000002,0.14,0
V0553,15,0,0.248,0.16,0
V0554,19,7,0.09050000000000001,-0.365,0
V0554,19,6,0.11000000000000001,-0.3,0
V0554,19,5,0.4199,-0.267,1
V0554,19,4,0.06380000000000002,-0.454,0
V0554,19,3,0.0,-0.681,0
V0554,19,2,0.09230000000000002,-0.359,0
V0554,19,1,0.07010000000000002,-0.433,0
V0554,19,0,0.05030000000000001,-0.499,0
V0554,21,7,0.4199,-0.267,1
V0554,21,6,0.06380000000000002,-0.454,0
V0554,21,5,0.0,-0.681,0
V0554,21,4,0.09230000000000002,-0.359,0
V0554,21,3,0.07010000000000002,-0.433,0
V0554,21,2,0.05030000000000001,-0.499,0
V0554,21,1,0.1004,-0.332,0
V0554,21,0,0.06920000000000001,-0.436,0
V0554,22,7,0.06380000000000002,-0.454,0
V0554,22,6,0.0,-0.681,0
